Web_Code;Use_Frequency;Publi_Year;Publi_Decade;Alt_Orig(m);LAT;LONG;Region;Country;ISO3;Hemisphere;Locality;Continent;Realm_WWF;Biome_WWF;Ecoregion_WWF;First_Sampling_Year;Last_Sampling_Year;Seasons;Obs;Metanetwork;Plant_taxon_criterion?;Plant_Taxonomic_level;Plant_taxon;Plant_trait_criterion?;Plant_selected_trait;Animal_taxon_criterion?;Animal_Taxonomic_level;Animal_taxon;Animal_taxon_2;Animal_taxon_3;Animal_taxon_4;Animal_taxon_5;Animal_trait_criterion?;Animal_selected_trait;Interaction-based_criterion?;Interaction-criterion;Sampling_hour_1;Sampling_hour_2;Sampling_hour_3;Sampling_months_1;Sampling_months_2;Sampling_months_3;Sampling_duration_months;Sampling_duration_years;Sampling_duration_days;Sampling_duration_hours;Sampling_unit;Used_Chapter_1;Data_Availability;Interact_Data;Network_Size(N);Rich_Plants;Plan_Not_Id;Rich_Users;User_Not_Id;Plan_Not_Id (%);User_Not_Id (%);Resol_Taxon_Plant_1;Resol_Taxon_User_1;Plant_No_Taxon;Plant_ID_Family;Plant_ID_Genus;Plant_ID_Species;Resol_Taxon_Plant_2;User_No_Taxon;User_ID_Phylum;User_ID_Class;User_ID_order;User_ID_Superfamily;User_ID_family;User_ID_Tribe;User_ID_Genus;User_ID_Species;Resol_Taxon_User_2;Dados_Abund_Plant;Dados_Abund_Users
padron_et_al_2009_tenerife;2;2009;2000;;39.940;4.251;Temperate;Spain;ESP;Northern;S’Albufera d’Es Grau Natural Park, Menorca Island;EU;Palearctic;Mediterranean forests, woodlands, and shrub;Northeastern Spain and Southern France Mediterranean forests;2005;2006;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;No;;75;16;;59;;0;0;100;100;;;;16;1;;;;;;;;;59;1;;
parra-tabla_et_al_2017;1;2017;2010;;20.483;-89.716;Tropical;Mexico;MEX;Northern;Yucatán;NA;Neotropic;Tropical and subtropical dry broadleaf forests;Yucatán dry forests;NA;NA;;;;yes;family;Cucurbitaceae ;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;No;;29;4;;25;;0;0;100;100;;;;4;1;;;;;;;;;25;1;;
parra-tabla_et_al_2019;1;2019;2010;;20.483;-89.716;Tropical;Mexico;MEX;Northern;Yucatán;NA;Neotropic;Tropical and subtropical dry broadleaf forests;Yucatán dry forests;2016;2016;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;91;18;;73;;0;0;100;100;;;;18;1;;;;;;;;;73;1;;
patino-gonzalez_2017 ;1;2017;2010;;20.475;-100.326;Tropical;Mexico;MEX;Northern;Parque Nacional El Cimatario;NA;Nearctic;Deserts and xeric shrublands;Central Mexican matorral;2015;2016;;;;no;NER;Mixed;no;;yes;family;Trochilidae;Birds;Hummingbirds;Hummingbirds;Ver-Aves-Hummingbirds;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;23;10;;13;;0;0;100;100;;;;10;1;;;;;;;;;13;1;;
pauw_&_stanway_2014;1;2014;2010;;-32.075;19.080;Temperate;South Africa;ZAF;Southern;Pakhuis Pass, Cederberg ;AF;Afrotropical;Mediterranean forests, woodlands, and shrub;Montane fynbos and renosterveld;2007;2007;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;No;;348;76;;272;;0;0;100;100;;;;76;1;;;;;;;;;272;1;;
pelayo_et_al_2019;1;2019;2010;;8.666;-71.000;Tropical;Venezuela;VEN;Northern;Cordillera de Mérida;SA;Neotropic;Tropical and subtropical moist broadleaf forests;Venezuelan Andes montane forests;2013;2015;;;;no;NER;Mixed;no;;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed;no;;no;;;;;;;;;;;;individual plant;Yes;No;;42;29;;13;;0;0;100;100;;;;29;1;;;;;;;;;13;1;;
percival_1974;24;1974;1970;;17.916;-76.191;Tropical;Jamaica;JAM;Northern;Morant Point;NA;Neotropic;Tropical and subtropical dry broadleaf forests;Jamaican dry forests;;;;;;no;NER;Mixed;no;;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;1;97;61;1;36;14;1,64;38,89;98,36;61,11;0;0;1;60;0,98;8;0;0;0;0;0;0;6;22;0,37;1;1
petanidou_1991;28;1991;1990;;38.014;23.635;Temperate;Greece;GRC;Northern;Atenas;EU;Palearctic;Mediterranean forests, woodlands, and shrub;Aegean and Western Turkey sclerophyllous and mixed forests;;;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;yes;pollination;06to18;18to20;;04to12;01to05;;;5;;5000;individual plant;Yes;Yes;1;704;38;0;666;119;0;17,87;100;82,13;0;0;0;38;1;26;0;0;0;0;2;0;91;547;0,7;1;1
petanidou_et_al_2017_1;1;2017;2010;;38.372;25.772;Temperate;Greece;GRC;Northern;Chios Island;EU;Palearctic;Mediterranean forests, woodlands, and shrub;Aegean and Western Turkey sclerophyllous and mixed forests;2012;2012;;web data not available;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;9.5to16;;;03to06;;;3;;;84;individual plant;Yes;No;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
petanidou_et_al_2017_2;1;2017;2010;;37.594;26.009;Temperate;Greece;GRC;Northern;Ikaria Island;EU;Palearctic;Mediterranean forests, woodlands, and shrub;Aegean and Western Turkey sclerophyllous and mixed forests;2012;2012;;web data not available;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;9.5to16;;;03to06;;;3;;;84;individual plant;Yes;No;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
petanidou_et_al_2017_3;1;2017;2010;;35.513;27.183;Temperate;Greece;GRC;Northern;Karpathos Island;EU;Palearctic;Mediterranean forests, woodlands, and shrub;Aegean and Western Turkey sclerophyllous and mixed forests;2012;2012;;web data not available;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;9.5to16;;;03to06;;;3;;;84;individual plant;Yes;No;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
petanidou_et_al_2017_4;1;2017;2010;;36.891;27.259;Temperate;Greece;GRC;Northern;Kos Island;EU;Palearctic;Mediterranean forests, woodlands, and shrub;Aegean and Western Turkey sclerophyllous and mixed forests;2012;2012;;web data not available;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;9.5to16;;;03to06;;;3;;;84;individual plant;Yes;No;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
petanidou_et_al_2017_5;1;2017;2010;;38.473;25.909;Temperate;Greece;GRC;Northern;Limnos Island;EU;Palearctic;Mediterranean forests, woodlands, and shrub;Aegean and Western Turkey sclerophyllous and mixed forests;2012;2012;;web data not available;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;9.5to16;;;03to06;;;3;;;84;individual plant;Yes;No;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
petanidou_et_al_2017_6;1;2017;2010;;37.101;25.371;Temperate;Greece;GRC;Northern;Naxos Island;EU;Palearctic;Mediterranean forests, woodlands, and shrub;Aegean and Western Turkey sclerophyllous and mixed forests;2012;2012;;web data not available;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;9.5to16;;;03to06;;;3;;;84;individual plant;Yes;No;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
petanidou_et_al_2017_7;1;2017;2010;;40.473;25.522;Temperate;Greece;GRC;Northern;Samothraki Island;EU;Palearctic;Mediterranean forests, woodlands, and shrub;Aegean and Western Turkey sclerophyllous and mixed forests;2012;2012;;web data not available;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;9.5to16;;;03to06;;;3;;;84;individual plant;Yes;No;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
petanidou_et_al_2017_8;1;2017;2010;;40.684;24.508;Temperate;Greece;GRC;Northern;Thassos Island;EU;Palearctic;Mediterranean forests, woodlands, and shrub;Aegean and Western Turkey sclerophyllous and mixed forests;2012;2012;;web data not available;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;9.5to16;;;03to06;;;3;;;84;individual plant;Yes;No;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
philipp_et_al_2006;6;2006;2000;;-0.949;-90.977;Tropical;Ecuador;ECU;Southern;Galápagos Island;SA;Neotropic;Deserts and xeric shrublands;Galápagos Islands xeric scrub;;;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;yes;pollination;08to17;;;;;;;;5;34;individual plant;Yes;Yes;1;18;12;0;6;2;0;33,33;100;66,67;0;0;0;12;1;2;0;0;0;0;0;0;0;4;0,3;1;1
piacentini_&_varassin_2007;2;2007;2000;;-25.150;-48.266;Temperate;Brazil;BRA;Southern;Reserva Natural Salto Morato;SA;Neotropic;Tropical and subtropical moist broadleaf forests;Serra do Mar coastal forests;2004;2005;;;;yes;family;Bromeliaceae;no;;yes;family;Trochilidae;Birds;Hummingbirds;Hummingbirds;Ver-Aves-Hummingbirds;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;21;12;;9;;0;0;100;100;;;;12;1;;;;;;;;;9;1;;
pocock_et_al_2012;5;2012;2010;;51.516;-2.533;Temperate;UK;GBR;Northern;Norwood Farm, Somerset;EU;Palearctic;Temperate broadleaf and mixed forests;English Lowlands beech forests;2007;2008;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;No;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
ponisio_2020;1;2020;2020;;37.848;-119.556;Temperate;USA;USA;Northern;Yosemite National Park, California;NA;Nearctic;Temperate coniferous forests;Sierra Nevada forests;2013;2013;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;210;67;;143;;0;0;100;100;;;;67;1;;;;;;;;;143;1;;
ponisio_et_al_2017;1;2017;2010;;38.731;-121.807;Temperate;USA;USA;Northern;Central Valley, California;NA;Nearctic;Temperate grasslands, savannas, and shrublands;California Central Valley grasslands;2006;2014;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;173;;;173;;#DIV/0!;0;#DIV/0!;100;;;;0;#DIV/0!;;;;;;;;;173;1;;
popic_et_al_2012;1;2012;2010;;-23.750;138.466;Temperate;Australia;AUS;Southern;Simpson Desert, Queensland;OC;Australasian;Deserts and xeric shrublands;Simpson desert;2007;2007;;;;no;NER;Mixed;no;;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;;;;;;;;;;;individual plant;Yes;No;;102;52;;50;;0;0;100;100;;;;52;1;;;;;;;;;50;1;;
poursin_1982;1;1982;1980;;44.935;1.013;Temperate;France;FRA;Northern;Les Eyzies;EU;Palearctic;Temperate broadleaf and mixed forests;Atlantic mixed forests;1978;1979;;;;no;NER;Mixed;no;;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;31;18;;13;;0;0;100;100;;;;18;1;;;;;;;;;13;1;;
power_&_stout_2011_intensive;2;2011;2010;;53.000;-8.000;Temperate;Ireland;IRL;Northern;;EU;Palearctic;Temperate broadleaf and mixed forests;Celtic broadleaf forests;2009;2009;;many sites without information;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;05to06;;;2;;;;individual plant;Yes;Yes;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
power_&_stout_2011_low-intensive;2;2011;2010;;53.000;-8.000;Temperate;Ireland;IRL;Northern;;EU;Palearctic;Temperate broadleaf and mixed forests;Celtic broadleaf forests;2009;2009;;many sites without information;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;05to06;;;2;;;;individual plant;Yes;Yes;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
primack_1983_arthur;28;1983;1980;;-43.099;171.72;Temperate;New Zealand;NZL;Southern;Craigieburn;OC;Australasian;Montane grasslands and shrublands;Southland montane grasslands;;;;;6;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;1;167;49;1;118;32;2,04;27,12;97,96;72,88;0;0;1;48;0,98;10;0;0;0;0;0;0;22;86;0,56;1;1
primack_1983_cass;26;1983;1980;;-42.950;171.566;Temperate;New Zealand;NZL;Southern;Arthur's Pass;OC;Australasian;Montane grasslands and shrublands;Southland montane grasslands;;;;;6;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;12to02;;;;;;;individual plant;Yes;Yes;1;78;18;0;60;23;0;38,33;100;61,67;0;0;0;18;1;9;0;0;0;0;0;0;14;37;0,44;1;1
primack_1983_craigieburn;24;1983;1980;;-43.028;171.784;Temperate;New Zealand;NZL;Southern;Cass;OC;Australasian;Montane grasslands and shrublands;Southland montane grasslands;;;;;6;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;12to12;01to02;;;;;;individual plant;Yes;Yes;1;180;41;1;139;29;2,44;20,86;97,56;79,14;0;0;1;40;0,98;10;0;0;0;0;0;0;19;110;0,61;1;1
primack_1983_mountcook;2;1983;1980;;-43.600;170.166;Temperate;New Zealand;NZL;Southern;Mount Cook National Park;OC;Australasian;Montane grasslands and shrublands;Southland montane grasslands;;;;missing one web;6;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;02to02;;;;;2;;individual plant;Yes;Yes;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
rabeling_et_al_2019;1;2019;2010;;-15.933;-47.883;Tropical;Brazil;BRA;Southern;Reserva Ecológica do IBGE “APA-Gama-Cabeça-de-Viado”;SA;Neotropic;Tropical and subtropical grasslands, savannas, and shrublands;Cerrado;2009;2009;;;;no;NER;Mixed;no;;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;;;;;;;;;;;individual plant;Yes;No;;204;93;;111;;0;0;100;100;;;;93;1;;;;;;;;;111;1;;
rabelo_et_al_2014;1;2014;2010;;-19.096;-48.351;Tropical;Brazil;BRA;Southern;Experimental Station of Água Limpa;SA;Neotropic;Tropical and subtropical grasslands, savannas, and shrublands;Cerrado;NA;NA;;;;yes;family;Malpighiaceae;no;;yes;tribe;Centridini;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;24;9;;15;;0;0;100;100;;;;9;1;;;;;;;;;15;1;;
ramirez_&_brito_1992;24;1992;1990;;8.666;-66.583;Tropical;Venezuela;VEN;Northern;Guarico ;SA;Neotropic;Tropical and subtropical grasslands, savannas, and shrublands;Llanos;;;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;yes;pollination;;;;;;;;3;;594;individual plant;Yes;Yes;1;86;33;1;53;19;3,03;35,85;96,97;64,15;0;0;1;32;0,97;0;0;0;0;0;0;0;19;34;0,74;1;1
ramirez_1989;24;1989;1980;;5.583;-61.716;Tropical;Venezuela;VEN;Northern;Canaima Nat. Park;SA;Neotropic;Tropical and subtropical grasslands, savannas, and shrublands;Guianan savanna;;;;;;no;NER;Mixed;no;;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed;no;;yes;pollination;;;;02to03;06to07;09to10;;;;;individual plant;Yes;Yes;1;97;48;1;49;28;2,08;57,14;97,92;42,86;0;0;1;47;0,98;0;0;0;0;0;0;0;28;21;0,64;1;1
ramirez-flores_et_al_2015_carrillo;1;2015;2010;;19.700;-87.866;Tropical;Mexico;MEX;Northern;Carrillo Puerto;NA;Neotropic;Tropical and subtropical moist broadleaf forests;Yucatán moist forests;2008;2009;;;;no;NER;Mixed;no;;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;;;;;;;;;;;individual plant;Yes;No;;40;15;;25;;0;0;100;100;;;;15;1;;;;;;;;;25;1;;
ramirez-flores_et_al_2015_lamancha;1;2015;2010;;19.600;-96.366;Tropical;Mexico;MEX;Northern;La Mancha;NA;Neotropic;Mangrove;Mesoamerican Gulf-Caribbean mangroves;2007;2008;;;;no;NER;Mixed;no;;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;;;;;;;;;;;individual plant;Yes;No;;108;65;;43;;0;0;100;100;;;;65;1;;;;;;;;;43;1;;
ramirez-flores_et_al_2015_tehuacan;1;2015;2010;;18.233;-97.433;Tropical;Mexico;MEX;Northern;Tehuacan Cuicatlan Valley;NA;Neotropic;Deserts and xeric shrublands;Tehuacán Valley matorral;1996;1997;;;;no;NER;Mixed;no;;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;;;;;;;;;;;individual plant;Yes;No;;319;88;;231;;0;0;100;100;;;;88;1;;;;;;;;;231;1;;
ramirez-flores_et_al_2015_totula;1;2015;2010;;19.200;-90.883;Tropical;Mexico;MEX;Northern;Totutla;NA;Neotropic;Mangrove;Mesoamerican Gulf-Caribbean mangroves;2005;2006;;;;no;NER;Mixed;no;;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;;;;;;;;;;;individual plant;Yes;No;;212;56;;156;;0;0;100;100;;;;56;1;;;;;;;;;156;1;;
ramos-jiliberto_et_al_2010;2;2010;2010;;-33.600;-70.283;Temperate;Chile;CHL;Southern;Andean zone of central Chile, Lagunillas;SA;Neotropic;Temperate broadleaf and mixed forests;Valdivian temperate forests;2006;2007;;altitudinal variation;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;No;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
rasmussen_et_al_2013;2;2013;2010;;74.500;-20.766;Temperate;Greenland;GRL;Northern;Research Station Zackenberg;NA;Nearctic;Tundra;Kalaallit Nunaat high arctic tundra;2010;2011;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;No;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
reader_1975_luther;1;1975;1970;;43.150;-80.066;Temperate;Canada;CAN;Northern;Luther Marsh, Wellington County, Ontario;NA;Nearctic;Temperate broadleaf and mixed forests;Southern Great Lakes forests;1974;1974;;;;yes;family;Ericaceae;no;;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;19;5;;14;;0;0;100;100;;;;5;1;;;;;;;;;14;1;;
reader_1975_vance;1;1975;1970;;43.066;-80.033;Temperate;Canada;CAN;Northern;The Vance Tract, Wellington County, Ontario;NA;Nearctic;Temperate broadleaf and mixed forests;Southern Great Lakes forests;1974;1974;;;;yes;family;Ericaceae;no;;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;22;5;;17;;0;0;100;100;;;;5;1;;;;;;;;;17;1;;
rivera-hutinel_et_al_2012;1;2012;2010;;-35.833;-72.500;Temperate;Chile;CHL;Southern;Los Ruiles National Reserve;SA;Neotropic;Temperate broadleaf and mixed forests;Valdivian temperate forests;2007;2009;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;No;;522;186;;336;;0;0;100;100;;;;186;1;;;;;;;;;336;1;;
rivers-moore_et_al_2020;1;2020;2020;;43.283;0.9;Temperate;France;FRA;Northern;Vallées et Coteaux de Gascogne;EU;Palearctic;Temperate broadleaf and mixed forests;Western European broadleaf forests;2016;2016;;;;no;NER;Mixed;no;;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;;;;;;;;;;;individual plant;Yes;No;;385;308;;77;;0;0;100;100;;;;308;1;;;;;;;;;77;1;;
robertson_1929;6;1929;1920;;39.279;-89.881;Temperate;USA;USA;Northern;Carlinville, Illinois;NA;Nearctic;Temperate grasslands, savannas, and shrublands;Central forest-grasslands transition;1887;1889;;data available in web of life / https://www.biodiversitylibrary.org/item/43820#page/9/mode/1up;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;09to12;01to12;01to07;23;;;;individual plant;Yes;Yes;;1885;456;;1429;;0;0;100;100;;;;456;1;;;;;;;;;1429;1;;
robinson_et_al_2018;1;2018;2010;;78.901;-75.996;Temperate;Canada;CAN;Northern;Alexandra Fiord, Ellesmere Island;NA;Nearctic;Tundra;Kalaallit Nunaat high arctic tundra;2014;2014;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;No;;31;8;;23;;0;0;100;100;;;;8;1;;;;;;;;;23;1;;
robson_2008_1;1;2008;2000;;49.884;-97.146;Temperate;Canada;CAN;Northern;The Living Prairie Museum;NA;Nearctic;Temperate grasslands, savannas, and shrublands;Northern tall grasslands;2004;2005;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;No;;54;54;;;;0;#DIV/0!;100;#DIV/0!;;;;54;1;;;;;;;;;0;#DIV/0!;;
robson_2008_2;1;2008;2000;;49.116;-96.666;Temperate;Canada;CAN;Northern;Tall Grass Prairie Preserve;NA;Nearctic;Temperate grasslands, savannas, and shrublands;Canadian Aspen forests and parklands;2004;2005;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;No;;78;78;;;;0;#DIV/0!;100;#DIV/0!;;;;78;1;;;;;;;;;0;#DIV/0!;;
rocca-de-andrade_2006;4;2006;2000;;-24.250;-47.750;Temperate;Brazil;BRA;Southern;Parque Estadual Carlos Botelho;SA;Neotropic;Tropical and subtropical moist broadleaf forests;Serra do Mar coastal forests;2003;2005;;;;no;NER;Mixed;no;;yes;family;Trochilidae;Birds;Hummingbirds;Hummingbirds;Ver-Aves-Hummingbirds;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;68;68;;;;0;#DIV/0!;100;#DIV/0!;;;;68;1;;;;;;;;;0;#DIV/0!;;
rodrigues_&_araujo_2011;3;2011;2010;;-20.442;-54.646;Tropical;Brazil;BRA;Southern;Campo Grande, Mato Grosso do Sul;SA;Neotropic;Tropical and subtropical grasslands, savannas, and shrublands;Cerrado;2002;2003;;;;no;NER;Mixed;yes;ornithophiles;yes;family;Trochilidae;Birds;Hummingbirds;Hummingbirds;Ver-Aves-Hummingbirds;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;22;14;;8;;0;0;100;100;;;;14;1;;;;;;;;;8;1;;
rodrigues_&_rodrigues_2014;6;2014;2010;;-19.250;-43.516;Tropical;Brazil;BRA;Southern;Alto do Palácio, Serra do Cipó National Park;SA;Neotropic;Tropical and subtropical grasslands, savannas, and shrublands;Campos Rupestres montane savanna;2007;2009;;;;no;NER;Mixed;no;;yes;family;Trochilidae;Birds;Hummingbirds;Hummingbirds;Ver-Aves-Hummingbirds;no;;no;;;;;;;;;;;;individual plant;Yes;No;;57;51;;6;;0;0;100;100;;;;51;1;;;;;;;;;6;1;;
roswell_et_al_2019;1;2019;2010;;40.167;-74.499;Temperate;USA;USA;Northern;New Jersey;NA;Nearctic;Temperate broadleaf and mixed forests;Northeastern coastal forests;2016;2016;;;;no;NER;Mixed;no;;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;261;109;;152;;0;0;100;100;;;;109;1;;;;;;;;;152;1;;
rumeu_et_al_2018;1;2018;2010;;51.634;0.071;Temperate;UK;GBR;Northern;Roding Valley Nature Reserve;EU;Palearctic;Temperate broadleaf and mixed forests;English Lowlands beech forests;2011;2012;;;;no;NER;Mixed;no;;yes;family;Apidae;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;10to13;12to16;;06to07;06to06;;9;2;;28;individual plant;Yes;Yes;2;38;10;0;28;0;0;0;100;100;0;0;0;10;1;0;0;0;0;0;0;0;0;28;1;1;2
russo_et_al_2013;1;2013;2010;;40.712;-77.934;Temperate;USA;USA;Northern;Russell E. Larson research farm, Centre County;NA;Nearctic;Temperate broadleaf and mixed forests;Appalachian-Blue Ridge forests;2008;2009;;;;no;NER;Mixed;no;;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;;;;;;;;;;;individual plant;Yes;No;;89;25;;64;;0;0;100;100;;;;25;1;;;;;;;;;64;1;;
sabatino_et_al_2010_1;1;2010;2010;;-37.738;-58.433;Temperate;Argentina;ARG;Southern;El Morro;SA;Neotropic;Temperate grasslands, savannas, and shrublands;Humid Pampas;2007;2008;;only 5 of 12 webs;7;no;NER;Mixed;no;;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed;no;;no;;09to18;;;10to12;01to04;;;;10,58333333;26,5;individual plant;Yes;Yes;1;84;17;0;67;43;0;64,18;100;35,82;0;0;0;17;1;18;0;0;0;0;0;0;25;24;0,31;1;1
