Web_Code;Use_Frequency;Publi_Year;Publi_Decade;Alt_Orig(m);LAT;LONG;Region;Country;ISO3;Hemisphere;Locality;Continent;Realm_WWF;Biome_WWF;Ecoregion_WWF;First_Sampling_Year;Last_Sampling_Year;Seasons;Obs;Metanetwork;Plant_taxon_criterion?;Plant_Taxonomic_level;Plant_taxon;Plant_trait_criterion?;Plant_selected_trait;Animal_taxon_criterion?;Animal_Taxonomic_level;Animal_taxon;Animal_taxon_2;Animal_taxon_3;Animal_taxon_4;Animal_taxon_5;Animal_trait_criterion?;Animal_selected_trait;Interaction-based_criterion?;Interaction-criterion;Sampling_hour_1;Sampling_hour_2;Sampling_hour_3;Sampling_months_1;Sampling_months_2;Sampling_months_3;Sampling_duration_months;Sampling_duration_years;Sampling_duration_days;Sampling_duration_hours;Sampling_unit;Used_Chapter_1;Data_Availability;Interact_Data;Network_Size(N);Rich_Plants;Plan_Not_Id;Rich_Users;User_Not_Id;Plan_Not_Id (%);User_Not_Id (%);Resol_Taxon_Plant_1;Resol_Taxon_User_1;Plant_No_Taxon;Plant_ID_Family;Plant_ID_Genus;Plant_ID_Species;Resol_Taxon_Plant_2;User_No_Taxon;User_ID_Phylum;User_ID_Class;User_ID_order;User_ID_Superfamily;User_ID_family;User_ID_Tribe;User_ID_Genus;User_ID_Species;Resol_Taxon_User_2;Dados_Abund_Plant;Dados_Abund_Users
martins_et_al_2017;1;2017;2010;;45.552;-73.163;Temperate;Canada;CAN;Northern;Mont-Saint Hilaire, Quebec;NA;Nearctic;Temperate broadleaf and mixed forests;Eastern Great Lakes lowland forests;2012;2012;;;;no;NER;Mixed;no;;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;09to18;;;07to08;;;;;;;individual plant;Yes;No;;268;177;;91;;0;0;100;100;;;;177;1;;;;;;;;;91;1;;
maruyama_et_al_2013_1;1;2013;2010;;-19.174;-48.397;Tropical;Brazil;BRA;Southern;Panga Ecological Station;SA;Neotropic;Tropical and subtropical grasslands, savannas, and shrublands;Cerrado;2009;2011;;;;no;NER;Mixed;no;;yes;family;Trochilidae;Birds;Hummingbirds;Hummingbirds;Ver-Aves-Hummingbirds;no;;no;;06to18;;;03to12;01to02;;;;;;individual plant;Yes;Yes;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
maruyama_et_al_2013_2;1;2013;2010;;-18.989;-48.301;Tropical;Brazil;BRA;Southern;Clube de Caça e Pesca Itororó de Uberlândia;SA;Neotropic;Tropical and subtropical grasslands, savannas, and shrublands;Cerrado;2009;2011;;;;no;NER;Mixed;no;;yes;family;Trochilidae;Birds;Hummingbirds;Hummingbirds;Ver-Aves-Hummingbirds;no;;no;;06to18;;;03to12;01to02;;;;;;individual plant;Yes;Yes;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
maruyama_et_al_2014;3;2014;2010;;-19.174;-48.397;Tropical;Brazil;BRA;Southern;Panga Ecological Station;SA;Neotropic;Tropical and subtropical grasslands, savannas, and shrublands;Cerrado;1996;1997;;;;no;NER;Mixed;no;;yes;family;Trochilidae;Birds;Hummingbirds;Hummingbirds;Ver-Aves-Hummingbirds;no;;no;;06to12;;;11to12;01to11;;;;;;individual plant;Yes;Yes;;24;18;;6;;0;0;100;100;;;;18;1;;;;;;;;;6;1;;
maruyama_et_al_2015_coastalflorest;4;2015;2010;50;-23.320;-44.940;Tropical;Brazil;BRA;Southern;Serra do Mar State Park, Ubatuba;SA;Neotropic;Tropical and subtropical moist broadleaf forests;Serra do Mar coastal forests;2012;2013;;;;no;NER;Mixed;no;;yes;family;Trochilidae;Birds;Hummingbirds;Hummingbirds;Ver-Aves-Hummingbirds;no;;no;;;;;02to07;;;12;;;;individual plant;Yes;No;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
maruyama_et_al_2015_restinga;4;2015;2010;50;-23.340;-44.830;Tropical;Brazil;BRA;Southern;Serra do Mar State Park, Ubatuba;SA;Neotropic;Tropical and subtropical moist broadleaf forests;Serra do Mar coastal forests;2012;2013;;;;no;NER;Mixed;no;;yes;family;Trochilidae;Birds;Hummingbirds;Hummingbirds;Ver-Aves-Hummingbirds;no;;no;;;;;02to07;;;12;;;;individual plant;Yes;No;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
maruyama_et_al_2015_secflorest;6;2015;2010;50;-23.360;-44.860;Tropical;Brazil;BRA;Southern;Serra do Mar State Park, Ubatuba;SA;Neotropic;Tropical and subtropical moist broadleaf forests;Serra do Mar coastal forests;2012;2013;;;;no;NER;Mixed;no;;yes;family;Trochilidae;Birds;Hummingbirds;Hummingbirds;Ver-Aves-Hummingbirds;no;;no;;;;;02to07;;;12;;;;individual plant;Yes;No;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
maruyama_et_al_2019;1;2019;2010;;-18.923;-48.288;Tropical;Brazil;BRA;Southern;Uberlândia - MG;SA;Neotropic;Tropical and subtropical grasslands, savannas, and shrublands;Cerrado;2007;2008;;;;no;NER;Mixed;no;;yes;family;Trochilidae;Birds;Hummingbirds;Hummingbirds;Ver-Aves-Hummingbirds;no;;no;;5.5to18;;;09to12;01to08;;12;1;;126,2;individual plant;Yes;Yes;;17;11;;6;;0;0;100;100;;;;11;1;;;;;;;;;6;1;;
mawdsley_&_sithole_2010;1;2010;2010;;-25.103;31.596;Temperate;South Africa;ZAF;Southern;Skukuza Ranger District;SA;Afrotropical;Tropical and subtropical grasslands, savannas, and shrublands;Zambezian and Mopane woodlands;2006;2007;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;09to09;11to12;;3;;;;individual plant;Yes;No;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
mawdsley_et_al_2016;1;2016;2010;;-25.103;31.596;Temperate;South Africa;ZAF;Southern;Skukuza Ranger District;SA;Afrotropical;Tropical and subtropical grasslands, savannas, and shrublands;Zambezian and Mopane woodlands;2006;2012;spring;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;8to16;;;;;;;;;;individual plant;Yes;No;;62;27;;35;;0;0;100;100;;;;27;1;;;;;;;;;35;1;;
mcmullen_1993;24;1993;1990;;-0.5;-90.500;Tropical;Ecuador;ECU;Southern;Galapagos Islands;SA;Neotropic;Deserts and xeric shrublands;Galápagos Islands scrubland mosaic;NA;NA;;data available at web of life;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;159;105;;54;;0;0;100;100;;;;105;1;;;;;;;;;54;1;;
mechi_1996;1;1996;1990;;-20.500;-47.833;Tropical;Brazil;BRA;Southern;Jataí Reserve, Luiz Antonio Municipality;SA;Neotropic;Tropical and subtropical grasslands, savannas, and shrublands;Cerrado;1991;1993;;PhD thesis not available;;;;;;;;;;;;;;;;;;;;;08to12;01to12;01to08;24;2;;600;;Yes;No;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
medan_et_al_2002_laguna;26;2002;2000;;-34.166;-69.700;Temperate;Argentina;ARG;Southern;Mendonza;SA;Neotropic;Montane grasslands and shrublands;Southern Andean steppe;;;;;5;no;NER;Mixed;no;;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed;no;;no;;;;;01to01;;;;;;115;individual plant;Yes;Yes;1;95;23;3;72;50;13,04;69,44;86,96;30,56;0;0;3;20;0,88;0;0;0;3;0;26;0;21;22;0,39;1;1
medan_et_al_2002_rioblanco;29;2002;2000;;-33.000;-69.170;Temperate;Argentina;ARG;Southern;Mendonza;SA;Neotropic;Montane grasslands and shrublands;Southern Andean steppe;;;;;5;no;NER;Mixed;no;;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed;no;;no;;;;;12to12;;;;;;225;individual plant;Yes;Yes;1;65;21;0;44;30;0;68,18;100;31,82;0;0;0;21;1;0;0;0;2;0;8;0;21;13;0,45;1;1
memmott_1999;44;1999;1990;;51.455;-2.596;Temperate;UK;GBR;Northern;Bristol;EU;Palearctic;Temperate broadleaf and mixed forests;English Lowlands beech forests;;;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;07to07;;;;;;;individual plant;Yes;Yes;2;104;25;0;79;45;0;56,96;100;43,04;0;0;0;25;1;0;0;0;34;0;8;0;3;34;0,33;1;2
milet-pinheiro_&_schlindwein_2008;1;2008;2000;;-8.188;-35.470;Tropical;Brazil;BRA;Southern;Chã-Grande - PE;SA;Neotropic;Tropical and subtropical moist broadleaf forests;Pernambuco interior forests;2001;2002;;;;no;NER;Mixed;no;;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;5.5to17.5;;;;;;12;;24;288;individual plant;Yes;Yes;;166;87;;79;;0;0;100;100;;;;87;1;;;;;;;;;79;1;;
miller_et_al_2018;1;2018;2010;;-45.000;168.000;Temperate;New Zealand;NZL;Southern;Remarkables range, South Island;OC;Oceania;Montane grasslands and shrublands;South Island montane grasslands;2011;2013;;many elavational gradient without information;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;10to12;01to04;;;;;108;individual plant;Yes;No;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
minachilis_et_al_2020;1;2020;2020;;40.081;22.349;Temperate;Greece;GRC;Northern;Mt. Olympus;EU;Palearctic;Mediterranean forests, woodlands, and shrub;Aegean and Western Turkey sclerophyllous and mixed forests;2013;2016;;;;no;NER;Mixed;no;;yes;genus;Bombus;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;10to16;;;05to10;;;;;;;individual plant;Yes;No;;116;94;;22;;0;0;100;100;;;;94;1;;;;;;;;;22;1;;
montero_2005_1;8;2005;2000;;56.248;9.973;Temperate;Denmark;DNK;Northern;Hestehaven;EU;Palearctic;Temperate broadleaf and mixed forests;Baltic mixed forests;;;;data available at web of life;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;;50;10;;40;;0;0;100;100;;;;10;1;;;;;;;;;40;1;;
montero_2005_2;8;2005;2000;;56.238;9.993;Temperate;Denmark;DNK;Northern;Hestehaven;EU;Palearctic;Temperate broadleaf and mixed forests;Baltic mixed forests;;;;data available at web of life;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;;50;8;;42;;0;0;100;100;;;;8;1;;;;;;;;;42;1;;
montero_2005_3;8;2005;2000;;56.238;9.953;Temperate;Denmark;DNK;Northern;Hestehaven;EU;Palearctic;Temperate broadleaf and mixed forests;Baltic mixed forests;;;;data available at web of life;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;;110;28;;82;;0;0;100;100;;;;28;1;;;;;;;;;82;1;;
montesinos_et_al_2016;1;2016;2010;;40.313;-8.753;Temperate;Portugal;PRT;Northern;Tocha;EU;Palearctic;Mediterranean forests, woodlands, and shrub;Southwest Iberian Mediterranean sclerophyllous and mixed forests;2012;2012;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;09to17;;;02to03;;;;;;;individual plant;Yes;No;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
montoya-pfeiffer_et_al_2019;1;2019;2010;;-22.429;-47.343;Tropical;Brazil;BRA;Southern;São Paulo - SP;SA;Neotropic;Tropical and subtropical moist broadleaf forests;Alto Paraná Atlantic forests;2015;2017;;;;no;NER;Mixed;no;;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;00to24;;;10to12;01to01;;12;;;;individual plant;Yes;No;;305;220;;85;;0;0;100;100;;;;220;1;;;;;;;;;85;1;;
moreira_et_al_2015;1;2015;2010;;-12.879;-41.400;Tropical;Brazil;BRA;Southern;Chapada Diamantina - BA;SA;Neotropic;Tropical and subtropical grasslands, savannas, and shrublands;Campos Rupestres montane savanna;NA;NA;;;;no;NER;Mixed;no;;yes;order;Hymenoptera;Insects;Hymenop. mixed;Bees and wasps;Inv-Hymenoptera;no;;no;;7.5to17.5;;;;;;;;;;individual plant;Yes;No;;331;115;;216;;0;0;100;100;;;;115;1;;;;;;;;;216;1;;
morrison_et_al_2019;2;2019;2010;;36.600;-121.894;Temperate;USA;USA;Northern;Santa Cruz and Monterey - CA;NA;Nearctic;Mediterranean forests, woodlands, and shrub;California montane chaparral and woodlands;2016;2017;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;05to08;;;;;;;individual plant;Yes;No;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
morrison_et_al_2020;1;2020;2020;;8.783;-82.950;Tropical;Costa Rica;CRI;Northern;Angeles;NA;Neotropic;Tropical and subtropical moist broadleaf forests;Isthmian-Pacific moist forests;NA;NA;;;;no;NER;Mixed;no;;yes;family;Trochilidae;Birds;Hummingbirds;Hummingbirds;Ver-Aves-Hummingbirds;no;;no;;;;;;;;;5;;;individual animal / pollen detection;Yes;No;;50;26;;24;;0;0;100;100;;;;26;1;;;;;;;;;24;1;;
mosquin_&_martin_ 1967;38;1967;1960;;75.501;-113.505;Temperate;Canada;CAN;Northern;Melville Island;NA;Nearctic;Tundra;High Arctic tundra;1965;1965;;data available in IWD;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;07to12;01to07;;;;;;individual plant;Yes;Yes;;29;11;;18;;0;0;100;100;;;;11;1;;;;;;;;;18;1;;
motten_1982;37;1982;1980;;36.125;-80.230;Temperate;USA;USA;Northern;North Carolina;NA;Nearctic;Temperate broadleaf and mixed forests;Southeastern mixed forests;1979;1979;;;;no;NER;Mixed;yes;herbaceous;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;yes;pollination;08to17;;;;;;;5;;;individual plant;Yes;Yes;2;57;13;0;44;5;0;11,36;100;88,64;0;0;0;13;1;1;0;0;0;0;0;0;4;39;0,8;1;1
mukherjee_et_al_2018;1;2018;2010;;22.607;88.383;Tropical;India;IND;Northern;Kolkata Metropolitan Area;AS;Indomalayan;Tropical and subtropical moist broadleaf forests;Sundarbans freshwater swamp forests;2012;2013;;;;no;NER;Mixed;no;;yes;order;Lepidoptera;Insects;Moths and butterflies;Moths and butterflies;Inv-Lepidoptera;no;;no;;7to17;;;09to12;01to08;;12;;12;120;individual plant;Yes;No;;78;30;;48;;0;0;100;100;;;;30;1;;;;;;;;;48;1;;
munoz_&_cavieres_2008;1;2008;2000;;-32.350;-70.266;Temperate;Chile;CHL;Southern;Chilean Andes;SA;Neotropic;Montane grasslands and shrublands;Southern Andean steppe;2004;2006;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;12to12;01to03;;8;;;;individual plant;Yes;Yes;;18;3;;15;;0;0;100;100;;;;3;1;;;;;;;;;15;1;;
neumuller_et_al_2018;1;2018;2010;;48.144;16.700;Temperate;Austria;AUT;Northern;Donau-Auen National Park;EU;Palearctic;Temperate broadleaf and mixed forests;Pannonian mixed forests;2016;2016;"spring; summer";;;no;NER;Mixed;no;;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;9.5to16;;;04to08;;;;;;;individual plant;Yes;Yes;;153;61;;92;;0;0;100;100;;;;61;1;;;;;;;;;92;1;;
nielsen_&_bascompte_2007;1;2007;2000;;59.288;9.710;Temperate;Norway;NOR;Northern;Siljan;EU;Palearctic;Boreal forests/taiga;Scandinavian and Russian taiga;2004;2004;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;06to08;;;;;;;individual plant;Yes;No;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
nielsen_&_totland_2013;2;2013;2010;;59.350;9.750;Temperate;Norway;NOR;Northern;Skien, Telemark County;EU;Palearctic;Boreal forests/taiga;Scandinavian and Russian taiga;2004;2004;;;;no;NER;Mixed;no;;yes;genus;Bombus;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;;;;06to08;;;;;;;individual plant;Yes;No;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
nilsson_et_al_1987;1;1987;1980;;-18.166;47.283;Tropical;Madagascar;MDG;Southern;Ambohitantely fore;AF;Afrotropical;Tropical and subtropical moist broadleaf forests;Madagascar subhumid forests;1983;1983;;;;yes;family;Orchidaceae;no;;yes;order;Lepidoptera;Insects;Moths and butterflies;Moths and butterflies;Inv-Lepidoptera;no;;no;;;;;11to11;;;1;;;;individual animal;Yes;No;;32;6;;26;;0;0;100;100;;;;6;1;;;;;;;;;26;1;;
nooten_et_al_2020;1;2020;2020;;43.383;-71.033;Temperate;USA;USA;Northern;New Hampshire;NA;Nearctic;Temperate broadleaf and mixed forests;Northeastern coastal forests;2018;2018;;;;yes;species;Vaccinium corymbosum and Malus pumila;no;;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;;;;;;;;;;;individual plant;Yes;No;;78;2;;76;;0;0;100;100;;;;2;1;;;;;;;;;76;1;;
noreika_et_al_2019;1;2019;2010;;59.750;16.333;Temperate;Sweden;SWE;Northern;Västmanland;EU;Palearctic;Temperate broadleaf and mixed forests;Sarmatic mixed forests;2012;2012;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;No;;337;153;;184;;0;0;100;100;;;;153;1;;;;;;;;;184;1;;
norfolk_et_al_2014;1;2014;2010;;28.550;33.933;Temperate;Egypt;EGY;Northern;St Katherine Protectorate;AF;Palearctic;Deserts and xeric shrublands;Arabian Desert and East Sahero-Arabian xeric shrublands;2013;2013;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;No;;240;81;;159;;0;0;100;100;;;;81;1;;;;;;;;;159;1;;
norfolk_et_al_2018;1;2018;2010;;28.550;33.933;Temperate;Egypt;EGY;Northern;St Katherine Protectorate;AF;Palearctic;Deserts and xeric shrublands;Arabian Desert and East Sahero-Arabian xeric shrublands;2013;2013;;same from norfolk_et_al_2014 but only bees;;no;NER;Mixed;no;;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;104;60;;44;;0;0;100;100;;;;60;1;;;;;;;;;44;1;;
novella-fernandez_et_al_2019;1;2019;2010;;41.450;1.900;Temperate;Spain;ESP;Northern;Garraf Natural Park;EU;Palearctic;Mediterranean forests, woodlands, and shrub;Northeastern Spain and Southern France Mediterranean forests;2006;2006;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;No;;146;19;;127;;0;0;100;100;;;;19;1;;;;;;;;;127;1;;
nsor_et_al_2017;1;2017;2010;;7.083;11.066;Tropical;Nigeria;NGA;Northern;Ngel Nyaki Forest Reserve;AF;Afrotropical;Tropical and subtropical moist broadleaf forests;Cameroonian Highlands forests;2012;2014;;;;no;NER;Mixed;yes;trees;yes;family;Nectariniidae;Birds;Birds;Birds;Ver-Aves-Nectariniidae;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;21;14;;7;;0;0;100;100;;;;14;1;;;;;;;;;7;1;;
nsor_et_al_2019;1;2019;2010;;7.083;11.066;Tropical;Nigeria;NGA;Northern;Ngel Nyaki Forest Reserve;AF;Afrotropical;Tropical and subtropical moist broadleaf forests;Cameroonian Highlands forests;2012;2014;;same from nsor_et_al_2017 plus pollen load;;no;NER;Mixed;yes;trees;yes;family;Nectariniidae;Birds;Birds;Birds;Ver-Aves-Nectariniidae;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;21;14;;7;;0;0;100;100;;;;14;1;;;;;;;;;7;1;;
ohler_et_al_2020;1;2020;2020;;47.123;12.822;Temperate;Austria;AUT;Northern;Hohe Tauern, Austrian Alps;EU;Palearctic;Temperate coniferous forests;Alps conifer and mixed forests;2016;2016;;insects indentified only to family;;no;NER;Mixed;yes;entomophylous;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;112;59;;53;;0;0;100;100;;;;59;1;;;;;;;;;53;1;;
olesen_et_al_2002_aigrettes;35;2002;2000;;-20.419;57.732;Tropical;Mauritius;MUS;Southern;Ile aux Aigrettes;AF;Afrotropical;Tropical and subtropical moist broadleaf forests;Mascarene forests;;;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;07to11;14to17;;11to11;06to06;;;;;170,5;individual plant;Yes;Yes;2;27;14;0;13;4;0;30,77;100;69,23;0;0;0;14;1;0;0;0;0;0;1;0;3;9;0,68;1;1
olesen_et_al_2002_flores;35;2002;2000;;39.444;-31.204;Temperate;Portugal;PRT;Northern;Açoures Flores;EU;Palearctic;Temperate broadleaf and mixed forests;Azores temperate mixed forests;;;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;09to16;;;07to07;;;;;;113;individual plant;Yes;Yes;2;22;10;0;12;1;0;8,33;100;91,67;0;0;0;10;1;0;0;0;0;0;0;0;1;11;0,92;1;1
olesen_et_al_2008;11;2008;2000;;74.500;-21.000;Temperate;Greenland;GRL;Northern;Zackenberg Research Station;NA;Nearctic;Tundra;Kalaallit Nunaat high arctic tundra;1996;1997;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;107;31;;76;;0;0;100;100;;;;31;1;;;;;;;;;76;1;;
olesen_et_al_2018;1;2018;2010;;-0.949;-90.977;Tropical;Ecuador;ECU;Southern;Galápagos Islands;SA;Neotropic;Deserts and xeric shrublands;Galápagos Islands xeric scrub;2010;2014;;;;no;NER;Mixed;no;;yes;class;Birds;Birds;Birds;Birds;Ver-Aves;no;;no;;;;;;;;;;;;individual animal;Yes;Yes;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
olito_&_fox_2014;2;2014;2010;;50.756;-115.285;Temperate;Canada;CAN;Northern;Mt Murray, Alberta;NA;Nearctic;Temperate coniferous forests;Alberta Mountain forests;2010;2010;summer;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;166;41;;125;;0;0;100;100;;;;41;1;;;;;;;;;125;1;;
ollerton_et_al_2003;31;2003;2000;;-29.616;30.133;Temperate;South Africa;ZAF;Southern;Wahroonga;AF;Afrotropical;Montane grasslands and shrublands;Drakensberg montane grasslands, woodlands and forests;2000;2001;;;;yes;family;Asclepiadaceae;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;69;9;;60;;0;0;100;100;;;;9;1;;;;;;;;;60;1;;
ollerton_et_al_2009_1;2;2009;2000;100;3.266;-59.750;Tropical;Guyana;GUY;Northern;Kumu, Lethem;SA;Neotropic;Tropical and subtropical grasslands, savannas, and shrublands;Guianan savanna;2000;2000;;;;no;NER;Mixed;no;;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed;no;;no;;;;;04to04;;;;;;;individual plant;Yes;No;;92;92;;;;0;#DIV/0!;100;#DIV/0!;;;;92;1;;;;;;;;;0;#DIV/0!;;
ollerton_et_al_2009_2;2;2009;2000;5;10.466;-67.750;Tropical;Venezuela;VEN;Northern;Bahía de Petanamo, Caracas;SA;Neotropic;Deserts and xeric shrublands;La Costa xeric shrublands;2000;2000;;;;no;NER;Mixed;no;;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed;no;;no;;;;;05to05;;;;;;;individual plant;Yes;No;;70;70;;;;0;;100;;;;;70;1;;;;;;;;;;;;
ollerton_et_al_2009_6;2;2009;2000;4000;-13.200;-72.083;Tropical;Peru;PER;Southern;Vilcanota Highlands, Mantanay (Province of Urubamba);SA;Neotropic;Montane grasslands and shrublands;Central Andean wet puna;2002;2002;;;;no;NER;Mixed;no;;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed;no;;no;;;;;01to01;;;;;;;individual plant;Yes;No;;129;129;;;;0;;100;;;;;129;1;;;;;;;;;;;;
orford_et_al_2016;2;2016;2010;;50.766;-3.900;Temperate;UK;GBR;Northern;Rothamsted Research, North Wyke, Devon;EU;Palearctic;Temperate broadleaf and mixed forests;Celtic broadleaf forests;2001;2001;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;100;28;;72;;0;0;100;100;;;;28;1;;;;;;;;;72;1;;
ospina-torres_et_al_2015;1;2015;2010;;1.300;-78.083;Tropical;Colombia;COL;Northern;Río Ñambí Natural Reserve;SA;Neotropic;Tropical and subtropical moist broadleaf forests;Northwestern Andean montane forests;2005;2005;;;;no;NER;Mixed;no;;yes;tribe;Euglossini;Insects;Bees;Bees;Inv-Hymenoptera-Bees;yes;male bees;no;;;;;;;;;;;;pollen detection;Yes;No;;106;84;;22;;0;0;100;100;;;;84;1;;;;;;;;;22;1;;
ouvrard_&_jacquemart_2018;1;2018;2010;100;50.600;4.566;Temperate;Belgium;BEL;Northern;Hesbaye;EU;Palearctic;Temperate broadleaf and mixed forests;Atlantic mixed forests;2015;2016;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;No;;85;25;;60;;0;0;100;100;;;;25;1;;;;;;;;;60;1;;
padron_et_al_2009_menorca;2;2009;2000;;28.355;-16.905;Temperate;Spain;ESP;Northern;Tenerife, Canary Islands;EU;Palearctic;Mediterranean forests, woodlands, and shrub;Canary Islands dry woodlands and forests;2005;2006;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;No;;70;11;;59;;0;0;100;100;;;;11;1;;;;;;;;;59;1;;
